AR Tactical Return Composite (Net),SD Tactical Return Composite (Net),AR Barclay CTA Index,SD Barclay CTA Index,AR S&P 500 TR Index,SD S&P 500 TR Index
6.70,2.74,1.39,4.41,14.75,13.31
